Rank,Term,Term Freq,Probability,Log(rank),Log(probability)
8294,converging,1,4.28E-06,9.023287641,-12.36124994
8295,hemmerle,1,4.28E-06,9.023408203,-12.36124994
8296,heated,1,4.28E-06,9.02352875,-12.36124994
8297,bestowed,1,4.28E-06,9.023649283,-12.36124994
8298,stimulating,1,4.28E-06,9.023769801,-12.36124994
8299,interblock,1,4.28E-06,9.023890305,-12.36124994
8300,bultheel,1,4.28E-06,9.024010794,-12.36124994
8301,conger,1,4.28E-06,9.024131268,-12.36124994
8302,elaboration,1,4.28E-06,9.024251729,-12.36124994
8303,nonpaged,1,4.28E-06,9.024372174,-12.36124994
8304,popov,1,4.28E-06,9.024492605,-12.36124994
8305,carloquadrature,1,4.28E-06,9.024613022,-12.36124994
8306,conceptions,1,4.28E-06,9.024733424,-12.36124994
8307,nes,1,4.28E-06,9.024853812,-12.36124994
8308,cable,1,4.28E-06,9.024974185,-12.36124994
8309,terpretation,1,4.28E-06,9.025094544,-12.36124994
8310,assoc,1,4.28E-06,9.025214888,-12.36124994
8311,maloney,1,4.28E-06,9.025335218,-12.36124994
8312,coordinators,1,4.28E-06,9.025455533,-12.36124994
8313,enhancements,1,4.28E-06,9.025575834,-12.36124994
8314,compactification,1,4.28E-06,9.02569612,-12.36124994
8315,armerding,1,4.28E-06,9.025816392,-12.36124994
8316,morel,1,4.28E-06,9.025936649,-12.36124994
8317,deferring,1,4.28E-06,9.026056892,-12.36124994
8318,kuss,1,4.28E-06,9.02617712,-12.36124994
8319,firing,1,4.28E-06,9.026297334,-12.36124994
8320,nonpreemptive,1,4.28E-06,9.026417534,-12.36124994
8321,slit,1,4.28E-06,9.026537719,-12.36124994
8322,comprehending,1,4.28E-06,9.02665789,-12.36124994
8323,aesthetics,1,4.28E-06,9.026778046,-12.36124994
8324,clustered,1,4.28E-06,9.026898188,-12.36124994
8325,regularities,1,4.28E-06,9.027018315,-12.36124994
8326,mathsort,1,4.28E-06,9.027138428,-12.36124994
8327,gaither,1,4.28E-06,9.027258526,-12.36124994
8328,encourage,1,4.28E-06,9.02737861,-12.36124994
8329,swell,1,4.28E-06,9.02749868,-12.36124994
8330,extensiveness,1,4.28E-06,9.027618735,-12.36124994
8331,misfortunes,1,4.28E-06,9.027738776,-12.36124994
8332,abdali,1,4.28E-06,9.027858802,-12.36124994
8333,complexes,1,4.28E-06,9.027978814,-12.36124994
8334,nbs,1,4.28E-06,9.028098812,-12.36124994
8335,driver,1,4.28E-06,9.028218795,-12.36124994
8336,matran,1,4.28E-06,9.028338764,-12.36124994
8337,cylinders,1,4.28E-06,9.028458718,-12.36124994
8338,crossing,1,4.28E-06,9.028578658,-12.36124994
8339,tennison,1,4.28E-06,9.028698584,-12.36124994
8340,tackled,1,4.28E-06,9.028818495,-12.36124994
8341,recordability,1,4.28E-06,9.028938392,-12.36124994
8342,darkness,1,4.28E-06,9.029058275,-12.36124994
8343,relevancy,1,4.28E-06,9.029178143,-12.36124994
8344,rehabilitation,1,4.28E-06,9.029297997,-12.36124994
8345,moral,1,4.28E-06,9.029417836,-12.36124994
8346,toll,1,4.28E-06,9.029537661,-12.36124994
8347,rolled,1,4.28E-06,9.029657472,-12.36124994
8348,consolidations,1,4.28E-06,9.029777268,-12.36124994
8349,resultants,1,4.28E-06,9.02989705,-12.36124994
8350,visited,1,4.28E-06,9.030016818,-12.36124994
8351,ssive,1,4.28E-06,9.030136571,-12.36124994
8352,objectively,1,4.28E-06,9.03025631,-12.36124994
8353,formalizes,1,4.28E-06,9.030376035,-12.36124994
8354,interspersing,1,4.28E-06,9.030495745,-12.36124994
8355,transistors,1,4.28E-06,9.030615441,-12.36124994
8356,scheinok,1,4.28E-06,9.030735123,-12.36124994
8357,findler,1,4.28E-06,9.03085479,-12.36124994
8358,mistake,1,4.28E-06,9.030974443,-12.36124994
8359,dumped,1,4.28E-06,9.031094082,-12.36124994
8360,purveyor,1,4.28E-06,9.031213706,-12.36124994
8361,arrivals,1,4.28E-06,9.031333316,-12.36124994
8362,nonquantitative,1,4.28E-06,9.031452912,-12.36124994
8363,coleman,1,4.28E-06,9.031572493,-12.36124994
8364,unsolved,1,4.28E-06,9.031692061,-12.36124994
8365,discriminating,1,4.28E-06,9.031811613,-12.36124994
8366,arccosin,1,4.28E-06,9.031931152,-12.36124994
8367,funtion,1,4.28E-06,9.032050676,-12.36124994
8368,lombardi,1,4.28E-06,9.032170186,-12.36124994
8369,attributable,1,4.28E-06,9.032289682,-12.36124994
8370,kung,1,4.28E-06,9.032409163,-12.36124994
8371,lukehart,1,4.28E-06,9.032528631,-12.36124994
8372,buchholz,1,4.28E-06,9.032648084,-12.36124994
8373,clebsch,1,4.28E-06,9.032767522,-12.36124994
8374,screening,1,4.28E-06,9.032886947,-12.36124994
8375,rehabilitated,1,4.28E-06,9.033006357,-12.36124994
8376,anniversary,1,4.28E-06,9.033125753,-12.36124994
8377,sweet,1,4.28E-06,9.033245134,-12.36124994
8378,sullins,1,4.28E-06,9.033364502,-12.36124994
8379,pedagogically,1,4.28E-06,9.033483855,-12.36124994
8380,checkerboard,1,4.28E-06,9.033603193,-12.36124994
8381,supan,1,4.28E-06,9.033722518,-12.36124994
8382,pushing,1,4.28E-06,9.033841828,-12.36124994
8383,predictions,1,4.28E-06,9.033961125,-12.36124994
8384,chiang,1,4.28E-06,9.034080407,-12.36124994
8385,sigillito,1,4.28E-06,9.034199674,-12.36124994
8386,reversing,1,4.28E-06,9.034318928,-12.36124994
8387,realistically,1,4.28E-06,9.034438167,-12.36124994
8388,logan,1,4.28E-06,9.034557392,-12.36124994
8389,refuse,1,4.28E-06,9.034676603,-12.36124994
8390,patenting,1,4.28E-06,9.034795799,-12.36124994
8391,partitionings,1,4.28E-06,9.034914982,-12.36124994
8392,weiss,1,4.28E-06,9.03503415,-12.36124994
8393,biphase,1,4.28E-06,9.035153304,-12.36124994
8394,happening,1,4.28E-06,9.035272444,-12.36124994
8395,rodden,1,4.28E-06,9.03539157,-12.36124994
8396,mansfield,1,4.28E-06,9.035510681,-12.36124994
8397,shapley,1,4.28E-06,9.035629778,-12.36124994
8398,steffens,1,4.28E-06,9.035748861,-12.36124994
8399,motzkin,1,4.28E-06,9.03586793,-12.36124994
8400,volts,1,4.28E-06,9.035986985,-12.36124994
8401,nelliac,1,4.28E-06,9.036106025,-12.36124994
8402,gerritsen,1,4.28E-06,9.036225052,-12.36124994
8403,educate,1,4.28E-06,9.036344064,-12.36124994
8404,saver,1,4.28E-06,9.036463062,-12.36124994
8405,tode,1,4.28E-06,9.036582046,-12.36124994
8406,sanborn,1,4.28E-06,9.036701016,-12.36124994
8407,prevailing,1,4.28E-06,9.036819971,-12.36124994
8408,mcculloch,1,4.28E-06,9.036938913,-12.36124994
8409,constituents,1,4.28E-06,9.03705784,-12.36124994
8410,greene,1,4.28E-06,9.037176753,-12.36124994
8411,prepares,1,4.28E-06,9.037295652,-12.36124994
8412,rabung,1,4.28E-06,9.037414537,-12.36124994
8413,controversy,1,4.28E-06,9.037533408,-12.36124994
8414,terlock,1,4.28E-06,9.037652264,-12.36124994
8415,soundness,1,4.28E-06,9.037771107,-12.36124994
8416,sward,1,4.28E-06,9.037889935,-12.36124994
8417,abbreviations,1,4.28E-06,9.038008749,-12.36124994
8418,expedited,1,4.28E-06,9.038127549,-12.36124994
8419,mux,1,4.28E-06,9.038246335,-12.36124994
8420,colilla,1,4.28E-06,9.038365107,-12.36124994
8421,elder,1,4.28E-06,9.038483865,-12.36124994
8422,deployed,1,4.28E-06,9.038602609,-12.36124994
8423,millicuries,1,4.28E-06,9.038721338,-12.36124994
8424,gauging,1,4.28E-06,9.038840054,-12.36124994
8425,insof,1,4.28E-06,9.038958755,-12.36124994
8426,cleaned,1,4.28E-06,9.039077443,-12.36124994
8427,isomorphisms,1,4.28E-06,9.039196116,-12.36124994
8428,appointed,1,4.28E-06,9.039314775,-12.36124994
8429,capture,1,4.28E-06,9.03943342,-12.36124994
8430,cascade,1,4.28E-06,9.039552051,-12.36124994
8431,esso,1,4.28E-06,9.039670668,-12.36124994
8432,offset,1,4.28E-06,9.039789271,-12.36124994
8433,discover,1,4.28E-06,9.03990786,-12.36124994
8434,berztiss,1,4.28E-06,9.040026434,-12.36124994
8435,rederived,1,4.28E-06,9.040144995,-12.36124994
8436,herculean,1,4.28E-06,9.040263542,-12.36124994
8437,genealogy,1,4.28E-06,9.040382074,-12.36124994
8438,tours,1,4.28E-06,9.040500593,-12.36124994
8439,float,1,4.28E-06,9.040619097,-12.36124994
8440,demillo,1,4.28E-06,9.040737588,-12.36124994
8441,counterexamples,1,4.28E-06,9.040856064,-12.36124994
8442,juncosa,1,4.28E-06,9.040974526,-12.36124994
8443,regrettably,1,4.28E-06,9.041092975,-12.36124994
8444,ages,1,4.28E-06,9.041211409,-12.36124994
8445,hasto,1,4.28E-06,9.041329829,-12.36124994
8446,altogether,1,4.28E-06,9.041448235,-12.36124994
8447,households,1,4.28E-06,9.041566628,-12.36124994
8448,berra,1,4.28E-06,9.041685006,-12.36124994
8449,tutoring,1,4.28E-06,9.04180337,-12.36124994
8450,lightpen,1,4.28E-06,9.04192172,-12.36124994
8451,combats,1,4.28E-06,9.042040057,-12.36124994
8452,elettronica,1,4.28E-06,9.042158379,-12.36124994
8453,snyder,1,4.28E-06,9.042276687,-12.36124994
8454,appearances,1,4.28E-06,9.042394981,-12.36124994
8455,punch,1,4.28E-06,9.042513261,-12.36124994
8456,personalized,1,4.28E-06,9.042631528,-12.36124994
8457,federighi,1,4.28E-06,9.04274978,-12.36124994
8458,senzig,1,4.28E-06,9.042868018,-12.36124994
8459,books,1,4.28E-06,9.042986242,-12.36124994
8460,lamdan,1,4.28E-06,9.043104453,-12.36124994
8461,varian,1,4.28E-06,9.043222649,-12.36124994
8462,cryptosystem,1,4.28E-06,9.043340831,-12.36124994
8463,variably,1,4.28E-06,9.043459,-12.36124994
8464,mor,1,4.28E-06,9.043577154,-12.36124994
8465,revolution,1,4.28E-06,9.043695295,-12.36124994
8466,dulley,1,4.28E-06,9.043813421,-12.36124994
8467,fingers,1,4.28E-06,9.043931534,-12.36124994
8468,reliably,1,4.28E-06,9.044049632,-12.36124994
8469,mod,1,4.28E-06,9.044167717,-12.36124994
8470,nundrums,1,4.28E-06,9.044285788,-12.36124994
8471,farbman,1,4.28E-06,9.044403844,-12.36124994
8472,catering,1,4.28E-06,9.044521887,-12.36124994
8473,richer,1,4.28E-06,9.044639916,-12.36124994
8474,reapportionment,1,4.28E-06,9.044757931,-12.36124994
8475,arrhythmias,1,4.28E-06,9.044875932,-12.36124994
8476,uncircumventably,1,4.28E-06,9.044993919,-12.36124994
8477,prints,1,4.28E-06,9.045111893,-12.36124994
8478,meaningfulness,1,4.28E-06,9.045229852,-12.36124994
8479,beats,1,4.28E-06,9.045347797,-12.36124994
8480,unaffected,1,4.28E-06,9.045465729,-12.36124994
8481,indicted,1,4.28E-06,9.045583646,-12.36124994
8482,bitwise,1,4.28E-06,9.04570155,-12.36124994
8483,mmp,1,4.28E-06,9.04581944,-12.36124994
8484,toroidal,1,4.28E-06,9.045937316,-12.36124994
8485,bertsch,1,4.28E-06,9.046055178,-12.36124994
8486,rightnour,1,4.28E-06,9.046173026,-12.36124994
8487,flying,1,4.28E-06,9.04629086,-12.36124994
8488,englund,1,4.28E-06,9.04640868,-12.36124994
8489,cubical,1,4.28E-06,9.046526487,-12.36124994
8490,temperate,1,4.28E-06,9.046644279,-12.36124994
8491,effected,1,4.28E-06,9.046762058,-12.36124994
8492,eisenberg,1,4.28E-06,9.046879823,-12.36124994
8493,relationally,1,4.28E-06,9.046997574,-12.36124994
8494,dispersing,1,4.28E-06,9.047115311,-12.36124994
8495,formidable,1,4.28E-06,9.047233034,-12.36124994
8496,servicesystem,1,4.28E-06,9.047350743,-12.36124994
8497,anarc,1,4.28E-06,9.047468439,-12.36124994
8498,trdiag,1,4.28E-06,9.047586121,-12.36124994
8499,chronology,1,4.28E-06,9.047703788,-12.36124994
8500,shoffner,1,4.28E-06,9.047821442,-12.36124994
8501,invest,1,4.28E-06,9.047939083,-12.36124994
8502,justifying,1,4.28E-06,9.048056709,-12.36124994
8503,infrequent,1,4.28E-06,9.048174321,-12.36124994
8504,monotonous,1,4.28E-06,9.04829192,-12.36124994
8505,definitely,1,4.28E-06,9.048409505,-12.36124994
8506,pfann,1,4.28E-06,9.048527076,-12.36124994
8507,slang,1,4.28E-06,9.048644633,-12.36124994
8508,renewal,1,4.28E-06,9.048762176,-12.36124994
8509,nickerson,1,4.28E-06,9.048879706,-12.36124994
8510,supports,1,4.28E-06,9.048997222,-12.36124994
8511,mis,1,4.28E-06,9.049114723,-12.36124994
8512,glance,1,4.28E-06,9.049232212,-12.36124994
8513,augment,1,4.28E-06,9.049349686,-12.36124994
8514,suonio,1,4.28E-06,9.049467146,-12.36124994
8515,crossover,1,4.28E-06,9.049584593,-12.36124994
8516,millen,1,4.28E-06,9.049702026,-12.36124994
8517,agnew,1,4.28E-06,9.049819445,-12.36124994
8518,animal,1,4.28E-06,9.04993685,-12.36124994
8519,ryle,1,4.28E-06,9.050054242,-12.36124994
8520,blumberg,1,4.28E-06,9.05017162,-12.36124994
8521,wetherbe,1,4.28E-06,9.050288984,-12.36124994
8522,siegel,1,4.28E-06,9.050406334,-12.36124994
8523,outer,1,4.28E-06,9.050523671,-12.36124994
8524,comprise,1,4.28E-06,9.050640993,-12.36124994
8525,disappearing,1,4.28E-06,9.050758302,-12.36124994
8526,biochemcial,1,4.28E-06,9.050875597,-12.36124994
8527,avint,1,4.28E-06,9.050992879,-12.36124994
8528,crash,1,4.28E-06,9.051110146,-12.36124994
8529,wolinsky,1,4.28E-06,9.0512274,-12.36124994
8530,fein,1,4.28E-06,9.05134464,-12.36124994
8531,stacking,1,4.28E-06,9.051461867,-12.36124994
8532,opak,1,4.28E-06,9.05157908,-12.36124994
8533,montangero,1,4.28E-06,9.051696279,-12.36124994
8534,hodgman,1,4.28E-06,9.051813464,-12.36124994
8535,madnick,1,4.28E-06,9.051930635,-12.36124994
8536,constituting,1,4.28E-06,9.052047793,-12.36124994
8537,louis,1,4.28E-06,9.052164937,-12.36124994
8538,men,1,4.28E-06,9.052282067,-12.36124994
8539,euclidian,1,4.28E-06,9.052399184,-12.36124994
8540,fives,1,4.28E-06,9.052516287,-12.36124994
8541,bratman,1,4.28E-06,9.052633376,-12.36124994
8542,bottlenecks,1,4.28E-06,9.052750451,-12.36124994
8543,ubiquitous,1,4.28E-06,9.052867513,-12.36124994
8544,helmholtz,1,4.28E-06,9.052984561,-12.36124994
8545,superelevation,1,4.28E-06,9.053101596,-12.36124994
8546,kantorovich,1,4.28E-06,9.053218616,-12.36124994
8547,unordered,1,4.28E-06,9.053335623,-12.36124994
8548,academicians,1,4.28E-06,9.053452616,-12.36124994
8549,shuttlesort,1,4.28E-06,9.053569596,-12.36124994
8550,circulating,1,4.28E-06,9.053686562,-12.36124994
8551,technologically,1,4.28E-06,9.053803514,-12.36124994
8552,sitton,1,4.28E-06,9.053920453,-12.36124994
8553,wojcicki,1,4.28E-06,9.054037378,-12.36124994
8554,oedipus,1,4.28E-06,9.054154289,-12.36124994
8555,presumably,1,4.28E-06,9.054271186,-12.36124994
8556,adrams,1,4.28E-06,9.05438807,-12.36124994
8557,suppliedxtension,1,4.28E-06,9.05450494,-12.36124994
8558,spherically,1,4.28E-06,9.054621797,-12.36124994
8559,unseen,1,4.28E-06,9.05473864,-12.36124994
8560,mccalla,1,4.28E-06,9.054855469,-12.36124994
8561,chuan,1,4.28E-06,9.054972285,-12.36124994
8562,mittman,1,4.28E-06,9.055089087,-12.36124994
8563,multiclass,1,4.28E-06,9.055205875,-12.36124994
8564,batching,1,4.28E-06,9.05532265,-12.36124994
8565,undetected,1,4.28E-06,9.055439411,-12.36124994
8566,sedgewick,1,4.28E-06,9.055556158,-12.36124994
8567,gladwin,1,4.28E-06,9.055672892,-12.36124994
8568,uncharged,1,4.28E-06,9.055789612,-12.36124994
8569,rossheim,1,4.28E-06,9.055906319,-12.36124994
8570,contemplated,1,4.28E-06,9.056023012,-12.36124994
8571,zemlin,1,4.28E-06,9.056139691,-12.36124994
8572,quadratically,1,4.28E-06,9.056256357,-12.36124994
8573,reconstituted,1,4.28E-06,9.056373009,-12.36124994
8574,sedelow,1,4.28E-06,9.056489647,-12.36124994
8575,mac,1,4.28E-06,9.056606272,-12.36124994
8576,targets,1,4.28E-06,9.056722883,-12.36124994
8577,sanders,1,4.28E-06,9.056839481,-12.36124994
8578,monotonicity,1,4.28E-06,9.056956065,-12.36124994
8579,spruth,1,4.28E-06,9.057072636,-12.36124994
8580,carstensen,1,4.28E-06,9.057189192,-12.36124994
8581,breaux,1,4.28E-06,9.057305736,-12.36124994
8582,neurophysiology,1,4.28E-06,9.057422266,-12.36124994
8583,legitimate,1,4.28E-06,9.057538782,-12.36124994
8584,opens,1,4.28E-06,9.057655284,-12.36124994
8585,krasun,1,4.28E-06,9.057771773,-12.36124994
8586,nonautomatic,1,4.28E-06,9.057888249,-12.36124994
8587,encoder,1,4.28E-06,9.058004711,-12.36124994
8588,psycholinguistics,1,4.28E-06,9.058121159,-12.36124994
8589,hasen,1,4.28E-06,9.058237594,-12.36124994
8590,signer,1,4.28E-06,9.058354015,-12.36124994
8591,unrecorded,1,4.28E-06,9.058470423,-12.36124994
8592,mimic,1,4.28E-06,9.058586817,-12.36124994
8593,uncompiled,1,4.28E-06,9.058703197,-12.36124994
8594,compressors,1,4.28E-06,9.058819564,-12.36124994
8595,nonnormal,1,4.28E-06,9.058935918,-12.36124994
8596,syllabic,1,4.28E-06,9.059052258,-12.36124994
8597,engendered,1,4.28E-06,9.059168584,-12.36124994
8598,interpret,1,4.28E-06,9.059284897,-12.36124994
8599,unconditionally,1,4.28E-06,9.059401196,-12.36124994
8600,transplanted,1,4.28E-06,9.059517482,-12.36124994
8601,prince,1,4.28E-06,9.059633755,-12.36124994
8602,poetry,1,4.28E-06,9.059750013,-12.36124994
8603,continuation,1,4.28E-06,9.059866259,-12.36124994
8604,schay,1,4.28E-06,9.05998249,-12.36124994
8605,incentives,1,4.28E-06,9.060098709,-12.36124994
8606,conveying,1,4.28E-06,9.060214913,-12.36124994
8607,corrective,1,4.28E-06,9.060331105,-12.36124994
8608,worthy,1,4.28E-06,9.060447282,-12.36124994
8609,interconnecting,1,4.28E-06,9.060563447,-12.36124994
8610,conversationally,1,4.28E-06,9.060679597,-12.36124994
8611,gratefully,1,4.28E-06,9.060795735,-12.36124994
8612,soluble,1,4.28E-06,9.060911858,-12.36124994
8613,traversing,1,4.28E-06,9.061027969,-12.36124994
8614,chromosomes,1,4.28E-06,9.061144066,-12.36124994
8615,corasick,1,4.28E-06,9.061260149,-12.36124994
8616,club,1,4.28E-06,9.061376219,-12.36124994
8617,elucidation,1,4.28E-06,9.061492275,-12.36124994
8618,belson,1,4.28E-06,9.061608318,-12.36124994
8619,interpage,1,4.28E-06,9.061724348,-12.36124994
8620,capon,1,4.28E-06,9.061840364,-12.36124994
8621,tailoring,1,4.28E-06,9.061956366,-12.36124994
8622,verifications,1,4.28E-06,9.062072355,-12.36124994
8623,ortega,1,4.28E-06,9.062188331,-12.36124994
8624,consecutively,1,4.28E-06,9.062304293,-12.36124994
8625,busing,1,4.28E-06,9.062420242,-12.36124994
8626,ryan,1,4.28E-06,9.062536177,-12.36124994
8627,andrejkova,1,4.28E-06,9.062652099,-12.36124994
8628,totype,1,4.28E-06,9.062768008,-12.36124994
8629,adjoining,1,4.28E-06,9.062883903,-12.36124994
8630,nonsingle,1,4.28E-06,9.062999784,-12.36124994
8631,dots,1,4.28E-06,9.063115652,-12.36124994
8632,berin,1,4.28E-06,9.063231507,-12.36124994
8633,profoundly,1,4.28E-06,9.063347348,-12.36124994
8634,touched,1,4.28E-06,9.063463176,-12.36124994
8635,extendable,1,4.28E-06,9.063578991,-12.36124994
8636,omitted,1,4.28E-06,9.063694792,-12.36124994
8637,lazarus,1,4.28E-06,9.063810579,-12.36124994
8638,abbott,1,4.28E-06,9.063926354,-12.36124994
8639,digitizer,1,4.28E-06,9.064042114,-12.36124994
8640,stiffness,1,4.28E-06,9.064157862,-12.36124994
8641,bill,1,4.28E-06,9.064273596,-12.36124994
8642,mild,1,4.28E-06,9.064389316,-12.36124994
8643,preventing,1,4.28E-06,9.064505024,-12.36124994
8644,recol,1,4.28E-06,9.064620718,-12.36124994
8645,crack,1,4.28E-06,9.064736398,-12.36124994
8646,disorganization,1,4.28E-06,9.064852065,-12.36124994
8647,fullerton,1,4.28E-06,9.064967719,-12.36124994
8648,regulated,1,4.28E-06,9.065083359,-12.36124994
8649,patt,1,4.28E-06,9.065198986,-12.36124994
8650,manipulators,1,4.28E-06,9.0653146,-12.36124994
8651,coherence,1,4.28E-06,9.0654302,-12.36124994
8652,luh,1,4.28E-06,9.065545787,-12.36124994
8653,synthesizers,1,4.28E-06,9.065661361,-12.36124994
8654,invalidate,1,4.28E-06,9.065776921,-12.36124994
8655,park,1,4.28E-06,9.065892468,-12.36124994
8656,fuzzy,1,4.28E-06,9.066008001,-12.36124994
8657,manpower,1,4.28E-06,9.066123521,-12.36124994
8658,unearthing,1,4.28E-06,9.066239028,-12.36124994
8659,conceptualizations,1,4.28E-06,9.066354521,-12.36124994
8660,tensive,1,4.28E-06,9.066470002,-12.36124994
8661,synonym,1,4.28E-06,9.066585468,-12.36124994
8662,east,1,4.28E-06,9.066700922,-12.36124994
8663,lst,1,4.28E-06,9.066816362,-12.36124994
8664,outliers,1,4.28E-06,9.066931789,-12.36124994
8665,behaves,1,4.28E-06,9.067047202,-12.36124994
8666,vertically,1,4.28E-06,9.067162602,-12.36124994
8667,alternately,1,4.28E-06,9.067277989,-12.36124994
8668,questionnairies,1,4.28E-06,9.067393363,-12.36124994
8669,vaillancourt,1,4.28E-06,9.067508723,-12.36124994
8670,cohesion,1,4.28E-06,9.06762407,-12.36124994
8671,correlate,1,4.28E-06,9.067739403,-12.36124994
8672,walton,1,4.28E-06,9.067854724,-12.36124994
8673,inappropriate,1,4.28E-06,9.067970031,-12.36124994
8674,zone,1,4.28E-06,9.068085324,-12.36124994
8675,denote,1,4.28E-06,9.068200605,-12.36124994
8676,indentation,1,4.28E-06,9.068315872,-12.36124994
8677,kanodia,1,4.28E-06,9.068431126,-12.36124994
8678,invaluable,1,4.28E-06,9.068546366,-12.36124994
8679,incompatibilities,1,4.28E-06,9.068661594,-12.36124994
8680,litecky,1,4.28E-06,9.068776808,-12.36124994
8681,disclosures,1,4.28E-06,9.068892008,-12.36124994
8682,ichbiah,1,4.28E-06,9.069007196,-12.36124994
8683,hornbuckle,1,4.28E-06,9.06912237,-12.36124994
8684,abandoning,1,4.28E-06,9.069237531,-12.36124994
8685,werner,1,4.28E-06,9.069352679,-12.36124994
8686,proc,1,4.28E-06,9.069467813,-12.36124994
8687,zajac,1,4.28E-06,9.069582934,-12.36124994
8688,wealth,1,4.28E-06,9.069698042,-12.36124994
8689,mckellar,1,4.28E-06,9.069813137,-12.36124994
8690,contradiction,1,4.28E-06,9.069928218,-12.36124994
8691,guseman,1,4.28E-06,9.070043286,-12.36124994
8692,pros,1,4.28E-06,9.070158341,-12.36124994
8693,caffery,1,4.28E-06,9.070273383,-12.36124994
8694,los,1,4.28E-06,9.070388412,-12.36124994
8695,balistfy,1,4.28E-06,9.070503427,-12.36124994
8696,nestor,1,4.28E-06,9.070618429,-12.36124994
8697,liggett,1,4.28E-06,9.070733418,-12.36124994
8698,societal,1,4.28E-06,9.070848393,-12.36124994
8699,mealy,1,4.28E-06,9.070963356,-12.36124994
8700,nunamaker,1,4.28E-06,9.071078305,-12.36124994
8701,occuring,1,4.28E-06,9.071193241,-12.36124994
8702,karst,1,4.28E-06,9.071308163,-12.36124994
8703,peekabit,1,4.28E-06,9.071423073,-12.36124994
8704,varah,1,4.28E-06,9.071537969,-12.36124994
8705,suppression,1,4.28E-06,9.071652852,-12.36124994
8706,recruitment,1,4.28E-06,9.071767722,-12.36124994
8707,premise,1,4.28E-06,9.071882579,-12.36124994
8708,truncate,1,4.28E-06,9.071997422,-12.36124994
8709,typified,1,4.28E-06,9.072112253,-12.36124994
8710,functionseneralizations,1,4.28E-06,9.07222707,-12.36124994
8711,pseudotext,1,4.28E-06,9.072341874,-12.36124994
8712,thurnau,1,4.28E-06,9.072456665,-12.36124994
8713,incur,1,4.28E-06,9.072571442,-12.36124994
8714,landsat,1,4.28E-06,9.072686207,-12.36124994
8715,titled,1,4.28E-06,9.072800958,-12.36124994
8716,intermittently,1,4.28E-06,9.072915696,-12.36124994
8717,tanenbaum,1,4.28E-06,9.073030421,-12.36124994
8718,gravity,1,4.28E-06,9.073145133,-12.36124994
8719,fund,1,4.28E-06,9.073259831,-12.36124994
8720,milman,1,4.28E-06,9.073374517,-12.36124994
8721,ification,1,4.28E-06,9.073489189,-12.36124994
8722,refusal,1,4.28E-06,9.073603848,-12.36124994
8723,purchase,1,4.28E-06,9.073718494,-12.36124994
8724,sable,1,4.28E-06,9.073833127,-12.36124994
8725,unobvious,1,4.28E-06,9.073947747,-12.36124994
8726,impersonal,1,4.28E-06,9.074062354,-12.36124994
8727,pinson,1,4.28E-06,9.074176947,-12.36124994
8728,raichelson,1,4.28E-06,9.074291528,-12.36124994
8729,doubt,1,4.28E-06,9.074406095,-12.36124994
8730,acquired,1,4.28E-06,9.074520649,-12.36124994
8731,liu,1,4.28E-06,9.07463519,-12.36124994
8732,reddy,1,4.28E-06,9.074749718,-12.36124994
8733,prin,1,4.28E-06,9.074864232,-12.36124994
8734,prim,1,4.28E-06,9.074978734,-12.36124994
8735,mccamon,1,4.28E-06,9.075093223,-12.36124994
8736,circulated,1,4.28E-06,9.075207698,-12.36124994
8737,acquires,1,4.28E-06,9.07532216,-12.36124994
8738,charnes,1,4.28E-06,9.07543661,-12.36124994
8739,converter,1,4.28E-06,9.075551046,-12.36124994
8740,demanded,1,4.28E-06,9.075665469,-12.36124994
8741,montalbano,1,4.28E-06,9.075779879,-12.36124994
8742,fordan,1,4.28E-06,9.075894275,-12.36124994
8743,admitting,1,4.28E-06,9.076008659,-12.36124994
8744,hematology,1,4.28E-06,9.07612303,-12.36124994
8745,tanimoto,1,4.28E-06,9.076237387,-12.36124994
8746,cecchi,1,4.28E-06,9.076351732,-12.36124994
8747,withdrawal,1,4.28E-06,9.076466063,-12.36124994
8748,authenticity,1,4.28E-06,9.076580382,-12.36124994
8749,swanson,1,4.28E-06,9.076694687,-12.36124994
8750,perplexed,1,4.28E-06,9.076808979,-12.36124994
8751,legislation,1,4.28E-06,9.076923259,-12.36124994
8752,bluffing,1,4.28E-06,9.077037525,-12.36124994
8753,rewritten,1,4.28E-06,9.077151778,-12.36124994
8754,weyl,1,4.28E-06,9.077266018,-12.36124994
8755,mcnamee,1,4.28E-06,9.077380245,-12.36124994
8756,scenario,1,4.28E-06,9.077494459,-12.36124994
8757,kobayashi,1,4.28E-06,9.07760866,-12.36124994
8758,dalal,1,4.28E-06,9.077722847,-12.36124994
8759,promote,1,4.28E-06,9.077837022,-12.36124994
8760,rijsbergen,1,4.28E-06,9.077951184,-12.36124994
8761,fixes,1,4.28E-06,9.078065333,-12.36124994
8762,toronto,1,4.28E-06,9.078179468,-12.36124994
8763,comstock,1,4.28E-06,9.078293591,-12.36124994
8764,dominates,1,4.28E-06,9.078407701,-12.36124994
8765,maximally,1,4.28E-06,9.078521797,-12.36124994
8766,lewi,1,4.28E-06,9.078635881,-12.36124994
8767,schur,1,4.28E-06,9.078749952,-12.36124994
8768,vrchovecka,1,4.28E-06,9.078864009,-12.36124994
8769,rendered,1,4.28E-06,9.078978054,-12.36124994
